Geneid	control_RPF_3	Fmr1_RNA_2	Fmr1_RPF_1	control_RPF_2	Fmr1_RNA_3	Fmr1_RNA_4	control_RNA_3_x	Fmr1_RPF_2	control_RNA_2	control_RNA_3_y	Fmr1_RNA_1	control_RNA_1	Fmr1_RPF_3	control_RPF_1		
Ankub1	5	26	0	3	18	21	14	4	17	14	17	17	2	3		
Ralgapa2	62	855	45	86	666	713	602	61	798	602	740	821	64	53		
Gm4841	0	1	0	0	1	3	1	0	2	1	1	1	0	0		
Gm1123	0	3	0	0	4	3	0	1	1	0	0	5	2	0		
Usp13	130	752	195	189	695	772	647	167	745	647	744	806	243	136		
Odf3b	4	9	3	2	5	6	8	0	9	8	17	13	1	1		
Defa41	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Defa38	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Bpifb4	1	2	0	0	1	0	0	0	0	0	1	0	0	0		
Catip	0	31	7	5	14	31	26	2	20	26	25	21	7	0		
Fam71b	1	0	0	0	0	0	0	0	0	0	1	0	0	0		
Slc25a34	2	97	5	11	101	116	135	3	97	135	95	96	11	6		
Zfp488	28	212	23	26	199	217	129	26	209	129	165	220	34	25		
Scn4b	585	6105	437	521	4353	4374	4874	641	4318	4874	5408	4535	602	602		
Klrg2	2	8	1	0	5	3	5	0	8	5	5	5	0	1		
Pin1rt1	2	4	2	0	0	0	1	5	0	1	0	0	1	2		
Gm4951	1	8	0	1	8	6	8	0	7	8	3	7	0	2		
Mettl17	47	191	29	48	128	140	101	39	136	101	161	126	38	37		
Kcp	3	19	0	4	10	13	2	4	15	2	23	23	2	3		
Dnajc25	8	93	15	19	74	83	68	17	105	68	83	84	12	10		
2510002D24Rik	27	229	21	34	173	182	125	15	185	125	172	145	30	30		
Shcbp1l	5	29	3	5	29	18	21	4	24	21	35	26	4	3		
Ifitm6	1	1	1	1	6	3	1	0	4	1	1	4	0	0		
Bpifb9b	0	2	0	0	1	0	0	0	2	0	4	1	0	0		
Gm960	4	25	4	6	21	15	9	6	25	9	17	23	4	2		
Pate2	0	5	0	0	7	5	2	0	4	2	4	5	0	0		
Lgr6	19	89	9	15	51	72	41	18	56	41	58	50	18	20		
Kcnk9	239	2810	272	389	1967	2041	1954	242	2393	1954	2500	2306	348	191		
Olfr1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pcdh8	594	787	656	941	764	799	837	567	938	837	683	844	884	509		
Ccdc107	88	210	84	121	199	279	168	96	198	168	207	214	115	95		
Zfp455	1	67	3	5	72	75	68	4	104	68	54	83	7	3		
2310061I04Rik	241	464	220	280	312	357	298	281	298	298	469	354	296	246		
Gtf3c3	233	1179	205	268	984	933	948	246	1269	948	1006	1050	310	215		
Pabpn1l	0	0	1	0	0	0	0	0	0	0	0	0	0	0		
1700057G04Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Ypel4	81	300	62	74	230	260	165	101	212	165	243	204	85	75		
Grxcr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pdap1	684	1182	649	809	1098	1170	917	812	1254	917	1037	1391	980	638		
Ypel2	189	2248	140	188	1921	1931	1907	170	2126	1907	1895	2189	206	151		
Prex1	533	3268	465	726	2634	3151	2625	591	2585	2625	3005	2687	772	552		
Sox21	23	205	14	34	154	150	155	13	158	155	208	152	10	19		
Rgma	166	747	150	174	536	607	449	167	521	449	704	518	180	157		
Tmem130	1516	3582	1573	2132	2966	3499	2720	1549	3077	2720	3314	3407	2069	1470		
Impad1	251	7895	232	375	6888	6540	7473	282	7721	7473	6722	6921	340	214		
Prss44	0	0	0	0	0	0	0	0	1	0	0	0	1	0		
Slc1a3	2888	13393	2880	3845	10561	12814	12290	3229	10794	12290	11533	10593	3897	2888		
Impa2	19	78	12	35	64	74	51	22	68	51	63	77	36	15		
Pth2	0	0	0	2	0	0	0	0	0	0	0	2	1	1		
Crip3	0	10	1	0	5	10	9	3	6	9	18	11	3	1		
Neurl4	324	2294	413	511	1882	2189	1933	349	1957	1933	2066	2041	439	368		
Nlrc4	5	16	1	1	21	16	15	0	20	15	8	19	2	2		
Cdhr2	2	12	1	0	14	10	3	1	14	3	8	13	4	4		
Pate10	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Megf6	14	80	9	17	63	45	46	18	69	46	66	77	9	5		
Espnl	0	7	2	2	8	10	10	2	10	10	10	8	0	1		
Dnah1	44	245	62	76	172	212	131	34	227	131	204	238	62	42		
Gm136	4	5	2	4	3	13	4	5	5	4	6	5	5	3		
Zswim5	77	491	101	112	411	472	362	74	428	362	385	409	115	108		
Zfp583	32	174	15	28	110	150	121	35	147	121	164	136	35	25		
Gm14595	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfp536	94	599	124	156	510	502	434	94	516	434	476	498	178	103		
Cdc42bpb	457	3961	492	718	3116	3484	3149	525	3598	3149	3538	3625	700	446		
Slitrk3	398	2088	395	483	1649	1799	1664	437	1858	1664	1875	1844	502	376		
Nlgn2	521	5395	475	570	4457	4703	4362	469	4429	4362	5190	5158	659	452		
Tmem199	226	612	194	311	519	562	492	236	578	492	542	605	270	239		
Hdac10	35	131	15	34	80	110	70	29	108	70	130	107	21	21		
2610008E11Rik	61	943	54	74	657	659	622	65	790	622	795	813	74	57		
Mbtps2	135	907	149	213	698	694	857	159	779	857	849	746	220	189		
Clvs2	142	730	93	133	559	618	671	153	685	671	629	698	105	157		
Gm5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2-M10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
H2-M10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hexim1	315	1189	312	462	838	994	855	367	1039	855	1030	989	464	285		
Polr2b	582	2011	545	812	1743	2030	1597	628	1858	1597	1759	1921	864	532		
Itpkc	40	214	25	45	170	158	146	26	169	146	241	186	36	38		
Shq1	41	111	47	49	78	93	103	44	108	103	99	119	60	44		
Atg14	68	427	58	102	312	339	333	76	349	333	356	336	100	85		
Rnf182	15	148	11	20	125	125	142	16	133	142	155	134	15	20		
Mindy2	85	3762	84	87	2886	2820	3036	105	3223	3036	3167	2893	87	70		
Marveld1	3	203	16	6	154	187	132	5	173	132	174	187	14	6		
Gsdmc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Gm14596	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Serpina5	3	0	0	0	0	0	0	2	1	0	1	0	0	1		
Mrpl50	129	858	95	153	840	850	763	171	885	763	705	850	146	129		
Fktn	84	2249	62	74	1502	1646	1437	81	1568	1437	1892	1553	101	81		
Prr18	40	519	33	51	454	381	477	40	447	477	431	457	47	21		
Hibch	86	335	81	116	275	269	242	117	320	242	293	323	98	77		
Exog	96	605	73	77	408	383	449	82	429	449	503	430	80	90		
Tmem72	0	9	0	0	6	22	4	1	5	4	0	3	0	0		
Slc22a7	1	0	0	1	1	5	3	0	8	3	2	4	2	0		
Ece1	358	1537	333	468	1143	1388	1118	389	1200	1118	1341	1348	468	337		
Rps6kc1	247	1773	249	301	1593	1733	1418	281	1492	1418	1532	1675	347	254		
Lgi4	41	440	41	70	399	417	302	48	359	302	396	353	56	45		
Trib1	167	811	38	49	207	362	313	153	214	313	712	242	41	156		
Il23r	0	3	0	0	2	2	1	0	2	1	0	0	0	0		
Tram2	10	7	3	8	5	6	5	4	11	5	5	9	5	11		
Prrg4	2	17	1	4	19	16	25	3	23	25	14	15	1	0		
Yod1	51	781	54	45	590	483	621	61	546	621	658	589	56	62		
Slc22a18	3	4	2	2	4	0	5	1	4	5	1	3	6	3		
Pxdn	152	920	143	214	637	698	599	185	789	599	916	731	227	142		
Cep162	27	294	58	53	207	252	191	30	252	191	254	260	46	29		
Ltv1	113	311	136	141	242	231	207	116	261	207	251	279	165	91		
Bag2	50	206	39	55	165	168	153	44	172	153	175	170	50	60		
E130311K13Rik	27	226	21	49	248	216	180	37	237	180	204	199	32	31		
Ube3c	412	3337	408	483	2845	3000	2596	416	3109	2596	2931	3084	520	374		
Commd3	291	931	236	351	853	1021	701	297	821	701	860	833	380	283		
Tcp11l1	163	653	151	195	560	550	518	140	547	518	607	574	221	139		
Slc35e2	67	2333	50	62	1625	1860	1798	71	1763	1798	1880	1703	78	79		
Mamstr	2	35	4	1	27	27	23	5	31	23	24	35	7	2		
Dhx38	173	704	212	284	585	620	532	193	689	532	643	710	280	181		
Daam2	250	1632	187	343	1374	1725	1177	283	1272	1177	1423	1326	253	220		
Tdpoz2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfp58	20	182	9	27	165	192	119	18	186	119	158	169	17	19		
Prss34	0	0	0	0	0	0	1	0	0	1	0	0	0	0		
Spz1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Twistnb	18	282	13	29	178	205	210	22	262	210	222	224	12	22		
Zdhhc8	212	2105	214	302	1468	1716	1371	275	1355	1371	2008	1493	280	222		
Olfr510	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr498	0	0	1	0	0	1	0	0	0	0	0	0	0	0		
Fam199x	61	1026	45	68	771	701	858	62	967	858	760	851	77	39		
Pced1b	4	75	7	6	57	59	57	8	56	57	64	55	10	5		
Ube2z	328	1929	325	402	1416	1558	1498	376	1488	1498	1688	1544	441	348		
Topors	125	741	139	196	515	513	546	182	681	546	606	638	190	156		
Rpl32	109	1486	103	112	1563	2043	1256	112	1242	1256	1424	1515	127	114		
Adamts16	13	90	7	15	60	66	41	3	67	41	85	107	7	6		
Wscd2	86	1268	105	143	1056	1213	1022	69	1062	1022	1096	1177	129	83		
Chrnb4	2	6	0	1	2	1	3	0	3	3	6	1	1	0		
Ptrh1	26	34	15	26	26	26	20	18	23	20	31	28	29	11		
Wasf2	64	349	73	82	281	317	210	51	266	210	351	324	90	61		
Dpyd	35	134	41	70	202	189	145	38	176	145	125	193	68	31		
Iqcb1	96	463	116	136	355	366	395	120	414	395	378	401	145	121		
Mdc1	87	329	119	153	269	272	276	96	322	276	330	320	144	98		
Olfr1532-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Myo1g	3	3	1	2	2	11	3	0	4	3	3	4	3	0		
Gimap6	16	107	13	21	61	68	44	17	81	44	81	65	14	15		
Nlgn3	146	3829	163	193	3050	3493	2979	140	3168	2979	3495	3570	218	113		
Dkk4	0	0	0	0	0	0	0	0	5	0	0	0	0	0		
Kif22	8	85	13	9	59	61	58	10	77	58	60	68	21	8		
Spg7	159	1010	155	218	717	776	687	185	819	687	884	870	197	147		
Osbpl8	639	6285	523	704	4461	4588	5375	721	5505	5375	5283	4929	744	603		
Sec24b	412	1092	428	525	806	781	802	445	940	802	1021	971	574	377		
Kdelr3	3	21	4	3	21	18	22	6	25	22	15	18	6	2		
Mvd	145	449	146	217	368	398	272	149	348	272	401	339	215	166		
Tmc2	0	2	1	1	1	0	1	0	3	1	1	1	1	0		
Kcna5	17	160	17	30	163	147	117	20	141	117	131	133	30	22		
Gpd1l	460	3512	452	643	2894	3184	2860	538	2895	2860	3061	3001	571	476		
H2bc18	72	688	80	111	698	604	503	78	751	503	523	728	118	66		
H2bc12	8	29	7	15	15	10	16	9	24	16	17	24	8	14		
H2bc3	40	206	37	40	143	142	124	42	176	124	142	157	63	31		
Mms22l	2	40	5	3	37	54	29	10	33	29	31	51	6	5		
Tmie	11	99	6	14	116	118	82	8	100	82	83	132	15	6		
Flad1	115	468	98	145	404	481	351	115	424	351	439	442	125	113		
A530016L24Rik	0	28	0	0	11	12	7	0	22	7	22	13	0	0		
Acot4	2	20	4	2	19	17	21	6	34	21	24	31	4	0		
Defb12	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Map7d3	0	0	1	1	1	1	0	2	1	0	1	3	0	0		
Dync1li1	779	1865	752	1059	1661	1980	1706	831	1881	1706	1721	1838	1057	769		
Serpinb3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Prtg	5	87	5	4	85	63	52	0	68	52	79	95	4	1		
Wdr26	470	4394	466	654	3571	3455	3750	516	4158	3750	3831	3861	612	475		
Wasf3	165	1367	162	214	1228	1282	1070	162	1047	1070	1216	1160	244	155		
Pik3r5	4	69	1	9	61	74	65	7	65	65	53	57	5	5		
Tmem95	0	1	1	0	2	0	1	0	2	1	4	4	0	0		
Ccdc137	37	310	49	52	298	328	233	47	343	233	331	300	64	29		
Lrrn4	1	17	6	1	18	8	3	0	7	3	7	15	2	1		
Ugt1a6b	0	0	0	0	0	1	0	0	0	0	0	0	1	0		
Fam207a	111	632	108	132	518	630	520	118	537	520	587	596	161	108		
Apof	1	4	0	2	2	3	2	1	8	2	8	2	0	2		
Pgbd5	428	3817	378	530	3172	3956	2964	433	3310	2964	3272	3549	548	411		
Cd276	17	269	22	39	155	213	153	29	183	153	200	168	32	25		
Rpp25	33	177	31	51	157	184	159	40	141	159	183	135	52	37		
H2ac11	1	18	2	5	13	4	6	4	13	6	10	13	1	2		
H2ac15	20	79	24	16	75	62	62	16	75	62	80	78	21	24		
H2ac13	8	37	20	10	26	21	24	16	32	24	22	25	14	10		
Bpifb3	0	0	0	0	2	0	0	1	0	0	2	0	2	0		
1810030O07Rik	76	504	48	53	428	466	382	64	408	382	414	377	66	69		
Fmnl2	157	1610	195	210	1350	1340	1357	156	1606	1357	1409	1517	272	164		
Hnrnpll	490	1111	546	744	779	778	943	530	1050	943	960	941	743	474		
Tmem189	54	827	68	58	648	849	660	74	565	660	841	618	68	61		
Rnf139	108	823	111	123	619	697	668	100	745	668	774	680	134	86		
Dlat	736	3169	738	983	2773	2774	2726	759	3289	2726	2730	3125	990	692		
Dnali1	8	22	4	5	17	16	16	3	13	16	18	19	7	3		
Ifna15	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ifna16	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Mvp	32	85	38	51	87	74	75	35	83	75	70	89	73	26		
Eif3h	456	1307	395	588	911	1030	879	508	1040	879	1179	1025	615	417		
Olfr153	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr128	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ankhd1	280	1829	347	457	1342	1349	1273	308	1712	1273	1589	1646	452	263		
Cfap69	27	271	22	34	219	210	161	25	297	161	271	240	30	28		
Ugt1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ugt1a10	0	0	0	0	1	0	0	0	0	0	0	0	0	0		
Ddx1	1347	3565	1362	1747	2990	3152	2733	1503	3596	2733	3266	3670	1803	1353		
Sox30	2	4	0	1	3	3	0	0	5	0	5	3	0	1		
Dnd1	0	20	0	0	13	8	6	0	20	6	15	14	0	0		
Olfr63	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Adamts19	1	8	0	0	6	7	0	0	7	0	12	5	5	0		
Olfr670	0	0	1	1	0	0	0	1	0	0	0	0	0	0		
Olfr845	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr325	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1338	0	0	0	1	0	0	0	0	0	0	0	0	1	0		
Olfr1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr813	0	0	1	0	0	0	0	0	0	0	0	1	0	0		
Tas2r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1700001O22Rik	1	34	0	2	43	49	20	2	22	20	30	27	2	1		
Akap9	542	4637	753	956	3889	4104	4076	587	4739	4076	4061	4492	1005	525		
Scgb2b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr382	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr934	0	0	0	3	0	0	0	2	0	0	0	0	1	0		
Olfr933	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr919	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr937	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr938	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Bsx	0	0	0	0	2	0	1	0	1	1	1	1	1	0		
Teddm1a	0	6	0	0	1	4	3	0	1	3	10	0	0	0		
Mrgprb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nwd2	287	2167	406	473	1923	2085	1822	297	2297	1822	1774	2170	522	301		
Glt1d1	70	366	47	71	269	347	267	71	268	267	343	364	72	41		
Rwdd4a	99	555	74	104	492	565	493	111	505	493	545	500	90	94		
Alkbh6	95	426	95	132	361	430	311	121	357	311	363	355	121	115		
Tlr12	6	13	4	16	8	12	12	7	12	12	14	14	13	5		
Tlr11	1	1	1	0	0	0	0	0	0	0	0	0	0	0		
Orai3	13	409	32	31	326	372	274	38	354	274	315	359	23	28		
Papolg	154	761	144	185	590	643	601	181	775	601	648	684	188	147		
Mroh5	3	18	0	2	21	14	13	3	15	13	22	16	1	1		
Hpcal4	2504	23107	2396	3077	19724	24617	17481	2724	19141	17481	20417	19377	3243	2297		
Olfr301	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Zfp341	37	176	41	41	151	172	132	41	167	132	177	168	60	17		
Sbk1	97	2352	75	103	1651	2228	1607	86	1710	1607	2063	1648	90	82		
Vwa1	147	527	149	176	305	319	298	142	430	298	413	457	189	141		
Glis1	1	8	1	2	11	9	3	0	3	3	11	7	3	1		
Fads1	984	5215	803	1062	4045	4973	4247	1065	3778	4247	4640	3764	1055	972		
Tmsb15l	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1371	0	0	0	0	0	0	1	0	0	1	0	0	0	0		
Olfr684	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tnfsf18	0	0	0	0	1	0	1	0	0	1	0	1	0	0		
Get1	84	1652	76	90	1605	1666	1279	83	1522	1279	1547	1573	96	69		
R3hcc1l	68	426	54	77	351	361	350	43	407	350	412	365	71	53		
Gale	36	148	40	52	120	136	93	47	125	93	115	137	38	33		
Kdm4d	3	26	7	7	37	26	26	8	46	26	25	23	10	9		
Rpgrip1l	94	848	99	127	608	660	637	124	749	637	698	737	127	104		
Rbfa	75	223	54	86	165	175	148	68	167	148	177	153	95	61		
Rbm11	29	161	31	27	167	141	143	30	164	143	146	161	30	18		
Olfr1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr358	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr320	0	0	0	1	1	0	0	0	0	0	0	0	0	0		
Gldc	143	541	144	191	423	523	465	148	467	465	492	509	177	122		
Olfr1373	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
Ccdc32	229	978	204	352	808	843	729	244	919	729	845	797	288	237		
Kirrel2	33	161	39	55	160	167	161	47	92	161	127	98	59	48		
Lctl	0	2	0	0	5	0	2	0	3	2	4	4	3	0		
Prune1	119	744	116	160	481	557	522	119	459	522	643	499	147	128		
Shkbp1	18	82	13	25	61	56	58	10	51	58	63	60	25	16		
Prss27	0	2	0	0	0	0	2	0	1	2	1	1	0	0		
Mars2	76	462	49	59	334	313	307	74	327	307	352	332	75	68		
Cd300ld3	1	0	0	1	0	1	1	0	0	1	0	0	0	2		
Olfr1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr924	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr776	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr750	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr681	0	0	0	0	0	0	0	1	0	0	0	0	0	0		
Olfr592	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr372	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr251	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Fastkd1	57	364	34	69	311	326	270	54	329	270	367	346	65	53		
Slc26a9	0	1	0	0	1	3	1	1	1	1	0	4	0	4		
Olfr1349	0	0	0	0	0	1	0	0	1	0	0	1	1	0		
Olfr1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr645	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
Olfr594	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr955	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1212	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Olfr936	0	0	0	0	0	0	0	0	0	0	0	0	0	1		
Olfr1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Cldn17	0	1	0	0	2	0	0	0	0	0	0	1	0	1		
Mettl7a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1535	0	0	0	1	0	0	2	0	0	2	1	0	0	0		
Vps13c	449	2879	542	756	2297	2121	2183	460	2988	2183	2646	2966	768	447		
Olfr1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr1383	0	0	1	0	0	0	0	1	0	0	0	1	0	0		
Olfr1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr403	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Olfr553	0	0	0	0	0	0	0	0	1	0	0	0	0	0		
Olfr774	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
P2rx3	0	43	3	1	21	27	25	3	23	25	27	28	3	0		
Stbd1	5	28	7	10	12	18	25	2	26	25	21	23	6	1		
Commd2	62	323	46	84	262	227	235	77	293	235	264	292	66	69		
Phlpp1	556	2480	583	869	1945	2022	2010	610	2241	2010	2147	2202	815	597		
Pcdha3	42	139	51	51	82	100	124	54	93	124	112	119	56	35		
Pcdha9	74	139	49	70	131	127	174	55	151	174	158	119	81	59		
Casc3	301	830	326	425	584	631	622	295	768	622	782	787	392	275		
Fam13b	75	1375	63	104	939	1083	1175	77	1037	1175	1267	1061	80	76		
Nipal4	29	203	27	36	195	200	155	24	189	155	165	206	26	23		
Ctdsp1	13	304	12	16	265	321	196	11	187	196	287	215	20	12		
Hrh4	0	0	0	0	2	0	2	0	0	2	0	0	0	0		
Slc9c1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tespa1	0	2	0	0	1	2	2	0	2	2	5	2	0	0		
Rtn4rl2	105	294	126	190	240	292	199	138	241	199	317	206	142	105		
Rbm48	42	184	47	82	173	139	128	38	169	128	146	159	61	48		
Rxfp1	62	443	42	80	413	442	315	54	412	315	348	417	77	59		
Dennd5b	627	4878	555	737	4088	4352	3867	692	4466	3867	4347	4302	733	606		
Abtb2	61	434	57	79	382	455	352	74	459	352	385	424	87	71		
Rinl	6	28	6	2	37	33	21	12	41	21	27	33	7	6		
Gchfr	0	1	0	0	7	3	3	0	3	3	1	3	0	0		
Klri2	0	0	0	0	1	9	2	0	0	2	1	1	0	0		
Nhlrc1	66	319	69	86	288	280	236	59	306	236	243	300	95	58		
Maml1	23	380	18	45	214	250	219	20	217	219	328	221	27	18		
Nlrp4f	0	6	0	0	2	2	2	0	2	2	3	3	0	0		
Zc3h12a	1	14	0	0	2	4	3	1	3	3	10	10	0	1		
Ckap2l	1	28	10	7	39	40	17	8	23	17	27	29	12	9		
Upk3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Pcdha8	1	20	1	2	18	15	12	1	20	12	19	22	5	1		
Fgfr1op	51	532	52	61	405	382	374	48	468	374	431	451	67	67		
Bpifb9a	0	0	0	0	1	1	0	0	0	0	0	1	0	0		
Chd8	527	2588	697	957	1902	1915	2155	599	2276	2155	2266	2269	905	557		
Aph1b	27	833	26	41	668	694	708	43	770	708	702	693	42	26		
Rnf169	112	2433	110	163	1916	2067	1794	110	2087	1794	2098	2036	176	96		
Snx24	40	332	29	49	234	242	235	44	256	235	247	230	38	40		
Bpifc	0	2	0	2	1	3	0	0	4	0	3	1	0	0		
Trpm6	6	37	7	7	25	23	21	9	39	21	28	20	3	6		
Gm9639	0	0	0	1	0	0	0	0	0	0	0	0	0	0		
Gm9508	0	0	0	0	0	0	0	0	0	0	0	1	0	0		
Gm9507	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Trpt1	15	106	23	27	93	115	89	26	72	89	100	91	33	12		
Galnt5	0	2	1	1	4	4	4	1	2	4	5	7	1	0		
Orai2	3	1260	4	5	967	1199	946	3	1091	946	1059	1075	1	4		
Ss18l1	144	1368	126	125	1098	1246	1069	143	1172	1069	1237	1161	160	97		
Aars2	99	366	100	120	309	340	312	99	372	312	333	368	131	83		
Marchf3	9	64	8	10	74	79	50	8	77	50	58	66	17	9		
Scx	2	12	1	7	19	11	18	3	19	18	7	21	6	1		
Ppp1r9b	873	17551	941	1304	14249	16530	12064	933	14923	12064	15435	15608	1337	835		
Crybg3	62	441	54	82	396	441	294	68	445	294	449	494	81	37		
Ctif	204	1246	173	259	873	849	928	218	951	928	1058	963	251	176		
Slc6a7	393	1471	425	617	1247	1241	1058	474	1576	1058	1281	1590	536	408		
Wipf2	124	2060	158	190	1554	1750	1464	168	1670	1464	1818	1616	213	149		
1110008P14Rik	352	2318	340	466	1619	2210	1419	447	1780	1419	1961	1848	482	358		
Fa2h	356	1027	368	483	929	1030	731	359	793	731	967	869	503	343		
Plxna4	444	3803	528	724	3033	3502	3328	500	3309	3328	3511	3572	688	451		
Spata32	2	9	3	1	6	13	3	2	3	3	2	8	4	2		
Fbxl19	73	1743	77	115	1474	1616	1286	91	1596	1286	1446	1689	104	78		
Lman1l	0	9	0	1	2	2	0	0	1	0	4	4	1	0		
Fam171a2	277	1726	268	404	1506	1797	1330	292	1479	1330	1521	1427	375	265		
Abraxas2	120	725	110	167	609	621	595	136	684	595	696	679	152	141		
Acp7	2	17	3	4	15	23	9	1	21	9	16	17	5	2		
Daglb	222	1021	192	259	859	979	776	252	736	776	912	828	292	221		
Rad9b	9	50	14	17	51	45	34	7	45	34	46	50	14	14		
Spata33	5	35	1	2	32	30	13	3	25	13	21	25	4	2		
Tmem154	2	8	1	3	8	8	5	0	4	5	20	20	0	1		
Chchd10	700	1769	605	798	1261	1604	1230	853	1076	1230	1559	1146	882	701		
Znrf2	7	478	13	21	465	463	369	11	509	369	408	445	24	18		
Iqcc	43	236	33	41	203	213	210	33	233	210	210	241	57	32		
Tagap	0	66	1	0	30	20	36	0	71	36	63	51	2	2		
Svopl	0	10	0	1	6	3	7	0	7	7	11	2	0	0		
Otud6b	93	1679	95	118	1388	1392	1335	104	1611	1335	1435	1415	133	85		
Pcnx3	117	1254	123	180	1002	1132	901	120	966	901	1169	995	145	116		
Ifnlr1	0	2	2	0	4	0	6	0	2	6	3	3	2	0		
Dnajc22	2	1	1	1	1	0	1	0	0	1	1	0	0	2		
Gatad2b	720	2199	723	984	1916	1871	2120	804	1969	2120	2089	2113	1007	724		
Zfp646	50	639	72	96	501	582	446	59	559	446	618	536	82	42		
Slc36a1	184	1998	185	243	1465	1529	1445	180	1561	1445	1820	1531	210	150		
Tas2r131	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Dhrs11	21	49	14	16	27	48	29	7	34	29	41	48	9	17		
Ubfd1	203	2496	192	281	1902	2043	1921	218	2192	1921	2124	2127	245	231		
Ssc5d	8	18	6	11	9	12	1	6	16	1	24	22	11	5		
